============================================================
Downloading Complete Jastrow Dictionary from Sefaria
Using sequential traversal via "next" links
============================================================

Starting from: Jastrow, א
[1.1%] #318: "Jastrow, אֲדִיל"... OK (אדיל)
[1.1%] #319: "Jastrow, אַדִּילֵי"... OK (אדילי)
  [Saved progress: 319 entries]
[1.1%] #320: "Jastrow, אֲדִימָּא"... OK (אדימא)
[1.1%] #321: "Jastrow, אֱדַיִן"... OK (אדין)
[1.1%] #322: "Jastrow, אֲדִינַיָּא"... OK (אדיניא)
[1.1%] #323: "Jastrow, אֲדִיצוּתָא"... OK (אדיצותא)
[1.1%] #324: "Jastrow, אֲדִיק"... OK (אדיק)
[1.1%] #325: "Jastrow, אַדִּיר"... OK (אדיר)
[1.1%] #326: "Jastrow, אַדִּיר ²"... duplicate
[1.1%] #326: "Jastrow, *אֲדֵירָא"... OK (אדירא)
[1.1%] #327: "Jastrow, אָדֵישׁ"... OK (אדיש)
[1.1%] #328: "Jastrow, אד"ך"... OK (אדך)
[1.1%] #329: "Jastrow, אדכי"... OK (אדכי)
[1.1%] #330: "Jastrow, אַדְכָּרָה"... OK (אדכרה)
[1.1%] #331: "Jastrow, אִדְכָּרוּ"... OK (אדכרו)
[1.1%] #332: "Jastrow, אַדְכַּרְתָּא"... OK (אדכרתא)
[1.1%] #333: "Jastrow, אֲדָל"... OK (אדל)
[1.1%] #334: "Jastrow, אַדְלָקָה"... OK (אדלקה)
[1.1%] #335: "Jastrow, אֲדַם"... OK (אדם)
[1.1%] #336: "Jastrow, אָדַם"... duplicate
[1.1%] #336: "Jastrow, אָדָם"... duplicate
[1.1%] #336: "Jastrow, אֲדָם"... duplicate
[1.1%] #336: "Jastrow, אֲדַמְדָּם"... OK (אדמדם)
[1.1%] #337: "Jastrow, אֲדַמְדְּמָנֵי"... OK (אדמדמני)
[1.1%] #338: "Jastrow, אֲדָמָה"... OK (אדמה)
[1.1%] #339: "Jastrow, אַדְמוּמִית"... OK (אדמומית)
[1.1%] #340: "Jastrow, אַדְמוֹן"... OK (אדמון)
[1.1%] #341: "Jastrow, אַדְמוֹנִי"... OK (אדמוני)
[1.1%] #342: "Jastrow, אֲדָמִי"... OK (אדמי)
[1.1%] #343: "Jastrow, אֲדַמְתָּא"... OK (אדמתא)
[1.1%] #344: "Jastrow, אֶדֶן"... OK (אדן)
[1.1%] #345: "Jastrow, אֻדַן"... duplicate
[1.1%] #345: "Jastrow, אִדְנָא"... OK (אדנא)
[1.1%] #346: "Jastrow, *אֲדַנְדְּקֵי"... OK (אדנדקי)
[1.2%] #347: "Jastrow, אַדְנוּת"... OK (אדנות)
[1.2%] #348: "Jastrow, אֲדֹנָי"... OK (אדני)
[1.2%] #349: "Jastrow, אַדְנֵי"... duplicate
[1.2%] #349: "Jastrow, אדני"... duplicate
[1.2%] #349: "Jastrow, אדני מריונים"... OK (אדנימריונים)
[1.2%] #350: "Jastrow, אָדַק"... OK (אדק)
[1.2%] #351: "Jastrow, אֲדַק"... duplicate
[1.2%] #351: "Jastrow, אֲדָק"... duplicate
[1.2%] #351: "Jastrow, *אדקולאון"... OK (אדקולאון)
[1.2%] #352: "Jastrow, אָדַר"... OK (אדר)
[1.2%] #353: "Jastrow, אֲדַר"... duplicate
[1.2%] #353: "Jastrow, אֲדָר"... duplicate
[1.2%] #353: "Jastrow, אִדַּר"... duplicate
[1.2%] #353: "Jastrow, אֵדֶר I"... duplicate
[1.2%] #353: "Jastrow, אֵדֶר II"... duplicate
[1.2%] #353: "Jastrow, אֲדָרָא II"... OK (אדרא)
[1.2%] #354: "Jastrow, אַדְרָא"... duplicate
[1.2%] #354: "Jastrow, אַדְּרַבָּא"... OK (אדרבא)
[1.2%] #355: "Jastrow, אִדְרַבְלָא"... OK (אדרבלא)
[1.2%] #356: "Jastrow, אִדְרַבְלִיס"... OK (אדרבליס)
[1.2%] #357: "Jastrow, אֲדַרְגָּזְרַיָּא"... OK (אדרגזריא)
[1.2%] #358: "Jastrow, אַדְרוֹמָא"... OK (אדרומא)
[1.2%] #359: "Jastrow, אֶדְרוֹעָא"... OK (אדרועא)
[1.2%] #360: "Jastrow, אִדְרוֹפִּיקוֹס"... OK (אדרופיקוס)
[1.2%] #361: "Jastrow, *אִדְרוּתָא"... OK (אדרותא)
[1.2%] #362: "Jastrow, *אַדְרַזְדָּא"... OK (אדרזדא)
[1.2%] #363: "Jastrow, אַדְרִיאָנוֹס"... OK (אדריאנוס)
[1.2%] #364: "Jastrow, אדריאנטין"... OK (אדריאנטין)
[1.2%] #365: "Jastrow, אַדְרִיאַס"... OK (אדריאס)
[1.2%] #366: "Jastrow, אַדְרִיב"... OK (אדריב)
[1.2%] #367: "Jastrow, אדריבולין"... OK (אדריבולין)
[1.2%] #368: "Jastrow, אדריונטוס"... OK (אדריונטוס)
[1.2%] #369: "Jastrow, אַדְרְיָינוֹס"... OK (אדריינוס)
[1.2%] #370: "Jastrow, אדריינטיס"... OK (אדריינטיס)
[1.2%] #371: "Jastrow, אַדְרְיָינִי"... OK (אדרייני)
[1.2%] #372: "Jastrow, אדריכולין"... OK (אדריכולין)
[1.2%] #373: "Jastrow, אַדְרִיכוּתָא"... OK (אדריכותא)
[1.2%] #374: "Jastrow, אַדְרִיכָל"... OK (אדריכל)
[1.2%] #375: "Jastrow, אדרינטוס"... OK (אדרינטוס)
[1.3%] #376: "Jastrow, אֲדַרְכֹּון"... OK (אדרכון)
[1.3%] #377: "Jastrow, אֲדַרְכִּיאָן"... OK (אדרכיאן)
[1.3%] #378: "Jastrow, אֲדַרְכָּל"... OK (אדרכל)
[1.3%] #379: "Jastrow, אֲדַרְכָּן"... OK (אדרכן)
[1.3%] #380: "Jastrow, אַדְרַכְתָּא"... OK (אדרכתא)
[1.3%] #381: "Jastrow, אַדְרַמֶּלֶךְ"... OK (אדרמלך)
[1.3%] #382: "Jastrow, אֶדְרַע"... OK (אדרע)
[1.3%] #383: "Jastrow, אֶדְרְעָיָיא"... OK (אדרעייא)
[1.3%] #384: "Jastrow, אַדֶּרֶת"... OK (אדרת)
[1.3%] #385: "Jastrow, אָדֵשׁ"... OK (אדש)
[1.3%] #386: "Jastrow, אָהַב"... OK (אהב)
[1.3%] #387: "Jastrow, אַהֲבָא"... OK (אהבא)
[1.3%] #388: "Jastrow, אַהֲבָה I"... OK (אהבה)
[1.3%] #389: "Jastrow, אַהֲבָה II"... duplicate
[1.3%] #389: "Jastrow, אהדורי"... OK (אהדורי)
[1.3%] #390: "Jastrow, אהו"... OK (אהו)
[1.3%] #391: "Jastrow, אהוליות"... OK (אהוליות)
[1.3%] #392: "Jastrow, אהולין"... OK (אהולין)
[1.3%] #393: "Jastrow, אהון"... OK (אהון)
[1.3%] #394: "Jastrow, אֲהוּרְיָיר"... OK (אהורייר)
[1.3%] #395: "Jastrow, אֲהוּרְמִין"... OK (אהורמין)
[1.3%] #396: "Jastrow, אהיי"... OK (אהיי)
[1.3%] #397: "Jastrow, *אָהִיל"... OK (אהיל)
[1.3%] #398: "Jastrow, אָהֵיל"... duplicate
[1.3%] #398: "Jastrow, אֲהִילָא"... OK (אהילא)
[1.3%] #399: "Jastrow, אֲהִילַאי"... OK (אהילאי)
[1.3%] #400: "Jastrow, אֲהִילָה"... OK (אהילה)
[1.3%] #401: "Jastrow, אֲהִינָא"... OK (אהינא)
[1.3%] #402: "Jastrow, אהינו"... OK (אהינו)
  [Saved progress: 402 entries]
[1.3%] #403: "Jastrow, אָהַל"... OK (אהל)
[1.3%] #404: "Jastrow, אֹהֶל"... duplicate
[1.3%] #404: "Jastrow, אֳהָל"... duplicate
[1.3%] #404: "Jastrow, אָהֳלָא"... OK (אהלא)
[1.3%] #405: "Jastrow, אַהֲלָא"... duplicate
[1.3%] #405: "Jastrow, אָהֳלוֹיָא"... OK (אהלויא)
[1.4%] #406: "Jastrow, אָהֳלוֹת"... OK (אהלות)
[1.4%] #407: "Jastrow, אָהֳלַיָּא"... OK (אהליא)
[1.4%] #408: "Jastrow, אָהֳלִית"... OK (אהלית)
[1.4%] #409: "Jastrow, אהמרא"... OK (אהמרא)
[1.4%] #410: "Jastrow, אֲהָן"... OK (אהן)
[1.4%] #411: "Jastrow, אהנייתא"... OK (אהנייתא)
[1.4%] #412: "Jastrow, אַהֲרוֹן"... OK (אהרון)
[1.4%] #413: "Jastrow, אַהֲרוֹנִית"... OK (אהרונית)
[1.4%] #414: "Jastrow, אַהֲרֹן"... OK (אהרן)
[1.4%] #415: "Jastrow, או־"... OK (או)
[1.4%] #416: "Jastrow, אוֹ I"... duplicate
[1.4%] #416: "Jastrow, אוֹ"... duplicate
[1.4%] #416: "Jastrow, אוֹ II"... duplicate
[1.4%] #416: "Jastrow, אוּ"... duplicate
[1.4%] #416: "Jastrow, אַוָּארָא"... OK (אוארא)
[1.4%] #417: "Jastrow, אוֹב"... OK (אוב)
[1.4%] #418: "Jastrow, אוֹב ²"... duplicate
[1.4%] #418: "Jastrow, אוֹב ³"... duplicate
[1.4%] #418: "Jastrow, אוֹבְדָן"... OK (אובדן)
[1.4%] #419: "Jastrow, אובינות"... OK (אובינות)
[1.4%] #420: "Jastrow, אוֹבִיסוֹס"... OK (אוביסוס)
[1.4%] #421: "Jastrow, אוּבָל"... OK (אובל)
[1.4%] #422: "Jastrow, אוּבְלָא I"... OK (אובלא)
[1.4%] #423: "Jastrow, אוּבְלָא II"... duplicate
[1.4%] #423: "Jastrow, אוּבְלִים"... OK (אובלים)
[1.4%] #424: "Jastrow, אוֹבַנְתָּא"... OK (אובנתא)
[1.4%] #425: "Jastrow, אוּבְצָנָא"... OK (אובצנא)
[1.4%] #426: "Jastrow, אוֹבְרִיזָא"... OK (אובריזא)
[1.4%] #427: "Jastrow, אוּבְשִׁין"... OK (אובשין)
[1.4%] #428: "Jastrow, אוֹג"... OK (אוג)
[1.4%] #429: "Jastrow, אוּגָד"... OK (אוגד)
[1.4%] #430: "Jastrow, אוגדויי"... OK (אוגדויי)
[1.4%] #431: "Jastrow, אוֹגְדוֹיִיקוֹנְטָא"... OK (אוגדוייקונטא)
[1.4%] #432: "Jastrow, אוֹגְדוֹר"... OK (אוגדור)
[1.4%] #433: "Jastrow, אוֹגְדוּתָא"... OK (אוגדותא)
[1.4%] #434: "Jastrow, אוגורי"... OK (אוגורי)
[1.4%] #435: "Jastrow, אוּגְיָא"... OK (אוגיא)
[1.5%] #436: "Jastrow, אוּגְיָה"... OK (אוגיה)
[1.5%] #437: "Jastrow, אוֹגֶן"... OK (אוגן)
[1.5%] #438: "Jastrow, אוֹגָנָא"... OK (אוגנא)
[1.5%] #439: "Jastrow, אֶוְגְּנֵס"... OK (אוגנס)
[1.5%] #440: "Jastrow, אוֹגַר"... OK (אוגר)
[1.5%] #441: "Jastrow, אוֹגַר ²"... duplicate
[1.5%] #441: "Jastrow, אוגרוי"... OK (אוגרוי)
[1.5%] #442: "Jastrow, אוגרים"... OK (אוגרים)
[1.5%] #443: "Jastrow, אוגרנא"... OK (אוגרנא)
[1.5%] #444: "Jastrow, אוֹגֶרֶת"... OK (אוגרת)
[1.5%] #445: "Jastrow, אוּד"... OK (אוד)
[1.5%] #446: "Jastrow, אוּד ²"... duplicate
[1.5%] #446: "Jastrow, אוֹדָאָה"... OK (אודאה)
[1.5%] #447: "Jastrow, אוּדְדָא"... OK (אודדא)
[1.5%] #448: "Jastrow, אוּדְיָא"... OK (אודיא)
[1.5%] #449: "Jastrow, אודיאר"... OK (אודיאר)
[1.5%] #450: "Jastrow, אודייא"... OK (אודייא)
[1.5%] #451: "Jastrow, אודיין"... OK (אודיין)
[1.5%] #452: "Jastrow, אוּדְיָינִי"... OK (אודייני)
[1.5%] #453: "Jastrow, *אוּדְיָיתָא I"... OK (אודייתא)
[1.5%] #454: "Jastrow, *אוּדְיָיתָא II"... duplicate
[1.5%] #454: "Jastrow, אוֹדִיצוּתָא"... OK (אודיצותא)
[1.5%] #455: "Jastrow, אוֹדִיקוּתָא"... OK (אודיקותא)
[1.5%] #456: "Jastrow, אוֹדִיתָא"... OK (אודיתא)
[1.5%] #457: "Jastrow, אוֹדֶם"... OK (אודם)
[1.5%] #458: "Jastrow, אוֹדֶן"... OK (אודן)
[1.5%] #459: "Jastrow, אוּדְנָא II"... OK (אודנא)
[1.5%] #460: "Jastrow, אוּדְנָא III"... duplicate
[1.5%] #460: "Jastrow, אוּדְרָא"... OK (אודרא)
[1.5%] #461: "Jastrow, *אוּדְרָךְ"... OK (אודרך)
[1.5%] #462: "Jastrow, אָוָה"... OK (אוה)
[1.5%] #463: "Jastrow, אוֹהֶל"... OK (אוהל)
[1.5%] #464: "Jastrow, אוֹהֲרָא"... OK (אוהרא)
[1.5%] #465: "Jastrow, אֶוְוגִּינִיסְטָאטֵי"... OK (אווגיניסטאטי)
[1.6%] #466: "Jastrow, אָוָוז"... OK (אווז)
[1.6%] #467: "Jastrow, אַוְוזָא"... OK (אווזא)
[1.6%] #468: "Jastrow, אֲוַול"... OK (אוול)
[1.6%] #469: "Jastrow, אוולם"... OK (אוולם)
[1.6%] #470: "Jastrow, אָוֶון"... OK (אוון)
[1.6%] #471: "Jastrow, אַוָּונָא"... OK (אוונא)
[1.6%] #472: "Jastrow, אֲוַונְכַּר"... OK (אוונכר)
[1.6%] #473: "Jastrow, אֶוְוסוֹס"... OK (אווסוס)
[1.6%] #474: "Jastrow, אווקי"... OK (אווקי)
[1.6%] #475: "Jastrow, *אַוְורָא"... OK (אוורא)
[1.6%] #476: "Jastrow, אֲוַורְדִּימָס"... OK (אוורדימס)
[1.6%] #477: "Jastrow, אוורוס"... OK (אוורוס)
[1.6%] #478: "Jastrow, *אַוְורַקְסִין"... OK (אוורקסין)
[1.6%] #479: "Jastrow, אַוְורַשְׁנָא"... OK (אוורשנא)
[1.6%] #480: "Jastrow, אַוַּושׁ"... OK (אווש)
[1.6%] #481: "Jastrow, אֶוְושַׁר"... OK (אוושר)
[1.6%] #482: "Jastrow, אֶוְותִּיאוֹס"... OK (אוותיאוס)
[1.6%] #483: "Jastrow, אוותיננייה"... OK (אוותיננייה)
[1.6%] #484: "Jastrow, *אַוְותָּן"... OK (אוותן)
[1.6%] #485: "Jastrow, אוותנטי"... OK (אוותנטי)
[1.6%] #486: "Jastrow, אַוותֶּנְטְיָא"... OK (אוותנטיא)
[1.6%] #487: "Jastrow, אַוְותֶּנְטִי"... duplicate
[1.6%] #487: "Jastrow, אוּזְיָא"... OK (אוזיא)
  [Saved progress: 487 entries]
[1.6%] #488: "Jastrow, אוּזִילָא"... OK (אוזילא)
[1.6%] #489: "Jastrow, אוּזִילְתָּא"... OK (אוזילתא)
[1.6%] #490: "Jastrow, *אוּזִּינְקָא"... OK (אוזינקא)
[1.6%] #491: "Jastrow, אוּזְלָא"... OK (אוזלא)
[1.6%] #492: "Jastrow, *אוּזְמְיָאוֹת"... OK (אוזמיאות)
[1.6%] #493: "Jastrow, אוּזְמֵל"... OK (אוזמל)
[1.6%] #494: "Jastrow, אוֹזֶן"... OK (אוזן)
[1.6%] #495: "Jastrow, אוּזְנָא"... OK (אוזנא)
[1.7%] #496: "Jastrow, *אוּזְנִיֹּות"... OK (אוזניות)
[1.7%] #497: "Jastrow, אוֹזָפוּתָא"... OK (אוזפותא)
[1.7%] #498: "Jastrow, *(אוזפיה)"... OK (אוזפיה)
[1.7%] #499: "Jastrow, אוזרד"... OK (אוזרד)
[1.7%] #500: "Jastrow, *אוֹחֲדָנָא"... OK (אוחדנא)
[1.7%] #501: "Jastrow, אוֹחַדְתָּא"... OK (אוחדתא)
[1.7%] #502: "Jastrow, אוּחַדְתָּא"... duplicate
[1.7%] #502: "Jastrow, אוֹחִיִין"... OK (אוחיין)
[1.7%] #503: "Jastrow, אוֹחֲרִי"... OK (אוחרי)
[1.7%] #504: "Jastrow, אוֹחֲרַיָא"... OK (אוחריא)
[1.7%] #505: "Jastrow, אוּחֲרָן"... OK (אוחרן)
[1.7%] #506: "Jastrow, אוֹטָבוּתָא"... OK (אוטבותא)
[1.7%] #507: "Jastrow, אוטימוס"... OK (אוטימוס)
[1.7%] #508: "Jastrow, אוטיפיטא"... OK (אוטיפיטא)
[1.7%] #509: "Jastrow, אוֹטֶם"... OK (אוטם)
[1.7%] #510: "Jastrow, אוטם"... duplicate
[1.7%] #510: "Jastrow, אוטנס"... OK (אוטנס)
[1.7%] #511: "Jastrow, אוטפיטא"... OK (אוטפיטא)
[1.7%] #512: "Jastrow, אוי"... OK (אוי)
[1.7%] #513: "Jastrow, אוי ²"... duplicate
[1.7%] #513: "Jastrow, אוֹי"... duplicate
[1.7%] #513: "Jastrow, אִוְיָא I"... OK (אויא)
[1.7%] #514: "Jastrow, אִוְיָא II"... duplicate
[1.7%] #514: "Jastrow, אוֹיִים"... OK (אויים)
[1.7%] #515: "Jastrow, אֱוִילָא"... OK (אוילא)
[1.7%] #516: "Jastrow, אוֹיָם"... OK (אוים)
[1.7%] #517: "Jastrow, אָוִיר"... OK (אויר)
[1.7%] #518: "Jastrow, אָוֵירָא"... OK (אוירא)
[1.7%] #519: "Jastrow, אוירא"... duplicate
[1.7%] #519: "Jastrow, אֲוִירְטָא"... OK (אוירטא)
[1.7%] #520: "Jastrow, *אֲוִירְיָא"... OK (אויריא)
[1.7%] #521: "Jastrow, אוֹכָחוּתָא"... OK (אוכחותא)
[1.7%] #522: "Jastrow, אוֹכְטָא"... OK (אוכטא)
[1.7%] #523: "Jastrow, *אוּכַּיְיפָא"... OK (אוכייפא)
[1.7%] #524: "Jastrow, אוכל"... OK (אוכל)
[1.7%] #525: "Jastrow, אוֹכֶל"... duplicate
[1.7%] #525: "Jastrow, אוּכְלָא I"... OK (אוכלא)
[1.8%] #526: "Jastrow, אוּכְלָא II"... duplicate
[1.8%] #526: "Jastrow, אוֹכְלָה"... OK (אוכלה)
[1.8%] #527: "Jastrow, אוֹכְלוֹזא"... OK (אוכלוזא)
[1.8%] #528: "Jastrow, אוּכָּם"... OK (אוכם)
[1.8%] #529: "Jastrow, אוּכְמָא"... OK (אוכמא)
[1.8%] #530: "Jastrow, אוּכָּמוּתָא"... OK (אוכמותא)
[1.8%] #531: "Jastrow, אוכמנא"... OK (אוכמנא)
[1.8%] #532: "Jastrow, אוּכַּמְתָּא"... OK (אוכמתא)
[1.8%] #533: "Jastrow, *אוּכַּמְתִּי"... OK (אוכמתי)
[1.8%] #534: "Jastrow, אוּכָּף"... OK (אוכף)
[1.8%] #535: "Jastrow, אוּכָּפָא"... OK (אוכפא)
[1.8%] #536: "Jastrow, אוכפייה"... OK (אוכפייה)
[1.8%] #537: "Jastrow, אוכצנא"... OK (אוכצנא)
[1.8%] #538: "Jastrow, אֲוַל"... OK (אול)
[1.8%] #539: "Jastrow, אוּלְבָּנָא"... OK (אולבנא)
[1.8%] #540: "Jastrow, *אוֹלָד"... OK (אולד)
[1.8%] #541: "Jastrow, אוֹלוֹ־"... OK (אולו)
[1.8%] #542: "Jastrow, אולוגלוגין"... OK (אולוגלוגין)
[1.8%] #543: "Jastrow, אולוותא"... OK (אולוותא)
[1.8%] #544: "Jastrow, אולוכורסין"... OK (אולוכורסין)
[1.8%] #545: "Jastrow, אוֹלוֹכְרוּסוֹן"... OK (אולוכרוסון)
[1.8%] #546: "Jastrow, אוֹלוֹן"... OK (אולון)
[1.8%] #547: "Jastrow, אוֹלוֹסֵירִיקָא"... OK (אולוסיריקא)
[1.8%] #548: "Jastrow, אוֹלוֹסְרִיקָא"... OK (אולוסריקא)
[1.8%] #549: "Jastrow, אולורין"... OK (אולורין)
[1.8%] #550: "Jastrow, אוליאוס"... OK (אוליאוס)
[1.8%] #551: "Jastrow, אוֹלְיָאר"... OK (אוליאר)
[1.8%] #552: "Jastrow, אולירין"... OK (אולירין)
[1.8%] #553: "Jastrow, אוּלְלָא"... OK (אוללא)
[1.8%] #554: "Jastrow, אוּלָם I"... OK (אולם)
[1.8%] #555: "Jastrow, אוּלָם II"... duplicate
[1.8%] #555: "Jastrow, אוּלָמָא"... OK (אולמא)
[1.8%] #556: "Jastrow, אוּלְמָא"... duplicate
[1.8%] #556: "Jastrow, אוּלְמָנָא"... OK (אולמנא)
[1.9%] #557: "Jastrow, אולפין"... OK (אולפין)
[1.9%] #558: "Jastrow, אוּלְפָן"... OK (אולפן)
[1.9%] #559: "Jastrow, אוּלְצָן"... OK (אולצן)
[1.9%] #560: "Jastrow, אולר"... OK (אולר)
[1.9%] #561: "Jastrow, *אולרייא"... OK (אולרייא)
[1.9%] #562: "Jastrow, אוֹלָרִין"... OK (אולרין)
[1.9%] #563: "Jastrow, אוּם"... OK (אום)
[1.9%] #564: "Jastrow, *אוּמָא"... OK (אומא)
[1.9%] #565: "Jastrow, אוּמָּא"... duplicate
[1.9%] #565: "Jastrow, אוֹמָאָה"... OK (אומאה)
[1.9%] #566: "Jastrow, אוּמָד"... OK (אומד)
[1.9%] #567: "Jastrow, אוּמָדוּת"... OK (אומדות)
[1.9%] #568: "Jastrow, אוּמְדָּנָא"... OK (אומדנא)
[1.9%] #569: "Jastrow, אוּמָּה"... OK (אומה)
[1.9%] #570: "Jastrow, *אוֹמוֹלוֹגְיָיא"... OK (אומולוגייא)
[1.9%] #571: "Jastrow, אומולוגין"... OK (אומולוגין)
[1.9%] #572: "Jastrow, אומוניאה"... OK (אומוניאה)
[1.9%] #573: "Jastrow, אוֹמִי"... OK (אומי)
[1.9%] #574: "Jastrow, אומיקטרון"... OK (אומיקטרון)
[1.9%] #575: "Jastrow, אוּמְלָל"... OK (אומלל)
[1.9%] #576: "Jastrow, אוֹמָן"... OK (אומן)
  [Saved progress: 576 entries]
[1.9%] #577: "Jastrow, אוֹמַן"... duplicate
[1.9%] #577: "Jastrow, אוּמָן"... duplicate
[1.9%] #577: "Jastrow, אוּמַן"... duplicate
[1.9%] #577: "Jastrow, אוּמְנָא"... OK (אומנא)
[1.9%] #578: "Jastrow, אוּמָנָה"... OK (אומנה)
[1.9%] #579: "Jastrow, אוֹמָנוּ"... OK (אומנו)
[1.9%] #580: "Jastrow, אומנון"... OK (אומנון)
[1.9%] #581: "Jastrow, אומנוס"... OK (אומנוס)
[1.9%] #582: "Jastrow, אוּמָנוּת"... OK (אומנות)
[1.9%] #583: "Jastrow, אוּמָנוּתָא"... OK (אומנותא)
[1.9%] #584: "Jastrow, אוֹמָנִית"... OK (אומנית)
[1.9%] #585: "Jastrow, אומפירטור"... OK (אומפירטור)
[1.9%] #586: "Jastrow, אוּמְצָא"... OK (אומצא)
[2.0%] #587: "Jastrow, אוּמְרִית"... OK (אומרית)
[2.0%] #588: "Jastrow, אוּמָּת"... OK (אומת)
[2.0%] #589: "Jastrow, אוֹמָתָא"... OK (אומתא)
[2.0%] #590: "Jastrow, אָוֶן"... OK (און)
[2.0%] #591: "Jastrow, אוֹן"... duplicate
[2.0%] #591: "Jastrow, אַיְנָא I"... OK (אינא)
[2.0%] #592: "Jastrow, אֲוָנָא II"... OK (אונא)
[2.0%] #593: "Jastrow, *אונא"... duplicate
[2.0%] #593: "Jastrow, אוּנָא"... duplicate
[2.0%] #593: "Jastrow, אוֹנָאָה"... OK (אונאה)
[2.0%] #594: "Jastrow, אוֹנָאוּתָא"... OK (אונאותא)
[2.0%] #595: "Jastrow, אונאי"... OK (אונאי)
[2.0%] #596: "Jastrow, *אוֹנָאִיתָא"... OK (אונאיתא)
[2.0%] #597: "Jastrow, אונדפא"... OK (אונדפא)
[2.0%] #598: "Jastrow, אוֹנָה I"... OK (אונה)
[2.0%] #599: "Jastrow, אוֹנָה II"... duplicate
[2.0%] #599: "Jastrow, אוֹנוּ"... OK (אונו)
[2.0%] #600: "Jastrow, אוֹנוֹ"... duplicate
[2.0%] #600: "Jastrow, אונוס"... OK (אונוס)
[2.0%] #601: "Jastrow, אוֹנוֹס"... duplicate
[2.0%] #601: "Jastrow, אוֹנְטוֹס"... OK (אונטוס)
[2.0%] #602: "Jastrow, אונטלית"... OK (אונטלית)
[2.0%] #603: "Jastrow, אוני"... OK (אוני)
[2.0%] #604: "Jastrow, אוֹנִי I"... duplicate
[2.0%] #604: "Jastrow, אוֹנִי II"... duplicate
[2.0%] #604: "Jastrow, אוֹנְיָא"... OK (אוניא)
[2.0%] #605: "Jastrow, אוֹנִיאוּתָא"... OK (אוניאותא)
[2.0%] #606: "Jastrow, אוֹנָיָה"... OK (אוניה)
[2.0%] #607: "Jastrow, אוֹנְיָיא"... OK (אונייא)
[2.0%] #608: "Jastrow, אוּנְיָיקִי"... OK (אונייקי)
[2.0%] #609: "Jastrow, *אוּנִין"... OK (אונין)
[2.0%] #610: "Jastrow, אוֹנֵיס"... OK (אוניס)
[2.0%] #611: "Jastrow, אוֹנִיתָא"... OK (אוניתא)
[2.0%] #612: "Jastrow, אוֹנָיָתָא"... duplicate
[2.0%] #612: "Jastrow, *אוּנְכִין"... OK (אונכין)
[2.0%] #613: "Jastrow, אונכלי"... OK (אונכלי)
[2.0%] #614: "Jastrow, אֲוַנְכְּרֵי"... OK (אונכרי)
[2.0%] #615: "Jastrow, אוֹנֵן"... OK (אונן)
[2.1%] #616: "Jastrow, אוננא"... OK (אוננא)
[2.1%] #617: "Jastrow, אונניות"... OK (אונניות)
[2.1%] #618: "Jastrow, אוֹנֶס"... OK (אונס)
[2.1%] #619: "Jastrow, אוֹנֶס ²"... duplicate
